Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
5'UTR	chr14	054863720	054864541	uc007txd.2	Homez	-	+0028	Mus musculus homeodomain leucine zipper-encoding gene (Homez), transcript variant 1, mRNA.	NA	NA
3'UTR	chr14	054876231	054876513	uc011zlg.1	Ppp1r3e	-	+1166	Mus musculus protein phosphatase 1, regulatory (inhibitor) subunit 3E (Ppp1r3e), mRNA.	NA	NA
Exon/CD	chr14	054876899	054877442	uc011zlg.1	Ppp1r3e	-	+0368	Mus musculus protein phosphatase 1, regulatory (inhibitor) subunit 3E (Ppp1r3e), mRNA.	NA	NA
Upstream	chr14	054882833	054883993	uc007txe.1	Bcl2l2	+	-0011	Mus musculus BCL2-like 2 (Bcl2l2), mRNA.	NA	NA
Upstream	chr14	054893174	054893741	uc007txg.2	Pabpn1	+	-0685	Mus musculus poly(A) binding protein, nuclear 1 (Pabpn1), mRNA.	NA	NA
Intron	chr14	054894134	054895475	uc007txg.2	Pabpn1	+	+0662	Mus musculus poly(A) binding protein, nuclear 1 (Pabpn1), mRNA.	NA	NA
Upstream	chr14	055014440	055015196	uc007txx.2	Ngdn	+	-0635	Mus musculus neuroguidin, EIF4E binding protein (Ngdn), mRNA.	NA	NA
Intron	chr14	055015503	055015980	uc007txx.2	Ngdn	+	+0288	Mus musculus neuroguidin, EIF4E binding protein (Ngdn), mRNA.	NA	NA
Intron	chr14	055105845	055106699	uc007tye.2	Ap1g2	-	+0321	Mus musculus adaptor protein complex AP-1, gamma 2 subunit (Ap1g2), mRNA.	NA	NA
Intron	chr14	055478177	055480228	uc007tym.2	Dhrs4	+	+0445	Mus musculus dehydrogenase/reductase (SDR family) member 4 (Dhrs4), transcript variant 1, mRNA.	NA	NA
Intron	chr14	055540409	055540926	uc007tyy.1	Pck2	+	+0402	Mus musculus phosphoenolpyruvate carboxykinase 2 (mitochondrial) (Pck2), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr14	055556827	055558193	uc007tyz.2	Dcaf11	+	-2518	Mus musculus DDB1 and CUL4 associated factor 11 (Dcaf11), transcript variant 2, mRNA.	NA	NA
Intron	chr14	055558974	055563106	uc007tyz.2	Dcaf11	+	+1012	Mus musculus DDB1 and CUL4 associated factor 11 (Dcaf11), transcript variant 2, mRNA.	NA	NA
Intron	chr14	055564520	055569072	uc007tyz.2	Dcaf11	+	+6768	Mus musculus DDB1 and CUL4 associated factor 11 (Dcaf11), transcript variant 2, mRNA.	NA	NA
Intron	chr14	055564520	055569072	uc007tyz.2	Dcaf11	+	+6768	Mus musculus DDB1 and CUL4 associated factor 11 (Dcaf11), transcript variant 2, mRNA.	NA	NA
Exon/CD	chr14	055575371	055576152	uc007tzc.1	Fitm1	+	+0088	Mus musculus fat storage-inducing transmembrane protein 1 (Fitm1), mRNA.	NA	NA
Upstream	chr14	055577736	055579185	uc007tzd.1	Psme1	+	-0033	Mus musculus proteasome (prosome, macropain) 28 subunit, alpha (Psme1), mRNA.	NA	NA
Upstream	chr14	055584370	055586819	uc007tze.1	Emc9	-	-0340	Mus musculus ER membrane protein complex subunit 9 (Emc9), mRNA.	NA	NA
Upstream	chr14	055590287	055592419	uc007tzh.1	Psme2	-	-0252	Mus musculus proteasome (prosome, macropain) 28 subunit, beta (Psme2), transcript variant 2, mRNA.	NA	NA
Upstream	chr14	055602666	055605205	uc007tzk.2	Irf9	+	-0049	Mus musculus interferon regulatory factor 9 (Irf9), transcript variant 1, mRNA.	NA	NA
Upstream	chr14	055635273	055636217	uc007tzp.1	Ipo4	-	-0067	Mus musculus importin 4 (Ipo4), mRNA.	NA	NA
Upstream	chr14	055642830	055644896	uc007tzt.1	Tm9sf1	-	-0057	Mus musculus transmembrane 9 superfamily member 1 (Tm9sf1), mRNA.	NA	NA
Upstream	chr14	055642830	055644896	uc007tzt.1	Tm9sf1	-	-0057	Mus musculus transmembrane 9 superfamily member 1 (Tm9sf1), mRNA.	NA	NA
Intron	chr14	055660038	055660501	uc007uaa.2	Mdp1	-	+0239	Mus musculus magnesium-dependent phosphatase 1 (Mdp1), transcript variant 1, mRNA.	NA	NA
Upstream	chr14	055671305	055672818	uc007uac.1	Nedd8	-	-0155	Mus musculus neural precursor cell expressed, developmentally down-regulated gene 8 (Nedd8), mRNA.	NA	NA
Upstream	chr14	055681285	055682571	uc007uaf.3	Tinf2	-	-0111	Mus musculus Terf1 (TRF1)-interacting nuclear factor 2 (Tinf2), mRNA.	NA	NA
Upstream	chr14	055712508	055715906	uc007uah.2	Tgm1	-	-0715	Mus musculus transglutaminase 1, K polypeptide (Tgm1), transcript variant 3, mRNA.	NA	NA
Upstream	chr14	055720594	055727048	uc007uam.1	Rabggta	-	-1564	Mus musculus Rab geranylgeranyl transferase, a subunit (Rabggta), mRNA.	NA	NA
Intron	chr14	055743284	055746041	uc007uan.2	Dhrs1	-	+1022	Mus musculus dehydrogenase/reductase (SDR family) member 1 (Dhrs1), mRNA.	NA	NA
Intron	chr14	055756720	055759373	uc007uap.2	Cideb	-	+0378	Mus musculus cell death-inducing DNA fragmentation factor, alpha subunit-like effector B (Cideb), mRNA.	NA	NA
Upstream	chr14	055759678	055760204	uc007uaq.1	Ltb4r2	+	-1486	Mus musculus leukotriene B4 receptor 2 (Ltb4r2), mRNA.	NA	NA
Exon/CD	chr14	055762126	055763089	uc007uaq.1	Ltb4r2	+	+1180	Mus musculus leukotriene B4 receptor 2 (Ltb4r2), mRNA.	NA	NA
Intron	chr14	055782564	055783971	uc007uau.1	Adcy4	-	+0775	Mus musculus adenylate cyclase 4 (Adcy4), mRNA.	NA	NA
Intron	chr14	055854136	055855944	uc007uaz.2	Nynrin	+	+0926	Mus musculus NYN domain and retroviral integrase containing (Nynrin), mRNA.	NA	NA
Intron	chr14	055854136	055855944	uc007uaz.2	Nynrin	+	+0926	Mus musculus NYN domain and retroviral integrase containing (Nynrin), mRNA.	NA	NA
Intron	chr14	055881390	055886058	uc007uba.1	Cbln3	-	+0532	Mus musculus cerebellin 3 precursor protein (Cbln3), mRNA.	NA	NA
Intron	chr14	055899626	055900739	uc007ubd.1	Sdr39u1	-	+0050	Mus musculus short chain dehydrogenase/reductase family 39U, member 1 (Sdr39u1), mRNA.	NA	NA
Upstream	chr14	056575073	056575896	uc007ucd.2	Parp4	+	-0134	Mus musculus poly (ADP-ribose) polymerase family, member 4 (Parp4), mRNA.	NA	NA
Intron	chr14	056620261	056620461	uc007ucd.2	Parp4	+	+44743	Mus musculus poly (ADP-ribose) polymerase family, member 4 (Parp4), mRNA.	NA	NA
Exon/CD	chr14	056667508	056669213	uc011zmc.1	Mphosph8	+	+0113	Mus musculus M-phase phosphoprotein 8 (Mphosph8), mRNA.	NA	NA
Upstream	chr14	056777573	056779174	uc007ucj.1	Pspc1	-	-0057	Mus musculus paraspeckle protein 1 (Pspc1), mRNA.	NA	NA
Intron	chr14	056810587	056811458	uc007ucm.2	Zmym5	-	+0694	Mus musculus zinc finger, MYM-type 5 (Zmym5), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr14	056811944	056813038	uc007ucq.1	2410022M11Rik	+	+0503	SubName: Full=Putative uncharacterized protein; Flags: Fragment;	NA	NA
Upstream	chr14	056885376	056886315	uc007uct.2	Zmym2	+	-1949	Mus musculus zinc finger, MYM-type 2 (Zmym2), mRNA.	NA	NA
Upstream	chr14	056886878	056887680	uc007uct.2	Zmym2	+	-0515	Mus musculus zinc finger, MYM-type 2 (Zmym2), mRNA.	NA	NA
Intron	chr14	057101028	057101466	uc007ucx.2	Gjb2	-	+3455	Mus musculus gap junction protein, beta 2 (Gjb2), mRNA.	NA	NA
Intron	chr14	057101881	057104702	uc007ucx.2	Gjb2	-	+1411	Mus musculus gap junction protein, beta 2 (Gjb2), mRNA.	NA	NA
Upstream	chr14	057105255	057105487	uc007ucx.2	Gjb2	-	-0669	Mus musculus gap junction protein, beta 2 (Gjb2), mRNA.	NA	NA
Intron	chr14	057375530	057377933	uc007ucz.1	Cryl1	-	+21752	Mus musculus crystallin, lambda 1 (Cryl1), mRNA.	NA	NA
Intron	chr14	057386799	057387567	uc007ucz.1	Cryl1	-	+11300	Mus musculus crystallin, lambda 1 (Cryl1), mRNA.	NA	NA
Upstream	chr14	057398086	057399084	uc007ucz.1	Cryl1	-	-0102	Mus musculus crystallin, lambda 1 (Cryl1), mRNA.	NA	NA
Upstream	chr14	057423432	057424415	uc007udb.2	Ift88	+	-0147	Mus musculus intraflagellar transport 88 (Ift88), mRNA.	NA	NA
Intron	chr14	057569513	057570319	uc007udd.1	N6amt2	-	+1653	Mus musculus N-6 adenine-specific DNA methyltransferase 2 (putative) (N6amt2), mRNA.	NA	NA
3'UTR	chr14	057571045	057572325	uc007ude.1	AK006644	+	+0072	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700025B10 product:RIKEN cDNA 1700039M10 gene, full insert sequence.	NA	NA
Intron	chr14	057664371	057665725	uc007udj.1	Lats2	-	+81075	Mus musculus large tumor suppressor 2 (Lats2), transcript variant A, mRNA.	NA	NA
Intron	chr14	057729403	057731272	uc007udj.1	Lats2	-	+15786	Mus musculus large tumor suppressor 2 (Lats2), transcript variant A, mRNA.	NA	NA
5'UTR	chr14	057745153	057746867	uc007udj.1	Lats2	-	+0113	Mus musculus large tumor suppressor 2 (Lats2), transcript variant A, mRNA.	NA	NA
Exon/CD	chr14	057797570	057799101	uc007udo.2	Sap18	+	+0147	Mus musculus Sin3-associated polypeptide 18 (Sap18), mRNA.	NA	NA
Intron	chr14	057825817	057827158	uc007udq.1	Mrp63	+	+0249	Mus musculus mitochondrial ribosomal protein 63 (Mrp63), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr14	057889481	057890275	uc007udr.1	Zdhhc20	-	+0384	Mus musculus zinc finger, DHHC domain containing 20 (Zdhhc20), mRNA.	NA	NA
Exon/CD	chr14	057998714	057999455	uc007udv.1	Efha1	-	+0178	Mus musculus EF hand domain family A1 (Efha1), mRNA.	NA	NA
Upstream	chr14	058070390	058072156	uc007udx.2	Fgf9	+	-1412	Mus musculus fibroblast growth factor 9 (Fgf9), mRNA.	NA	NA
Downstream	chr14	059157464	059158398	uc007uea.1	Gm5142	-	+20818	Mus musculus predicted gene 5142 (Gm5142), mRNA.	NA	NA
Upstream	chr14	059199936	059202277	uc007ueb.2	Rcbtb1	+	-0121	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 (Rcbtb1), mRNA.	NA	NA
Intron	chr14	059203317	059204584	uc007ueb.2	Rcbtb1	+	+2723	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 (Rcbtb1), mRNA.	NA	NA
Intron	chr14	059205410	059206486	uc007ueb.2	Rcbtb1	+	+4721	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 (Rcbtb1), mRNA.	NA	NA
Intron	chr14	059231402	059231841	uc007ueb.2	Rcbtb1	+	+30394	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 (Rcbtb1), mRNA.	NA	NA
Intron	chr14	059232205	059232825	uc007ueb.2	Rcbtb1	+	+31288	Mus musculus regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 (Rcbtb1), mRNA.	NA	NA
Intron	chr14	059364763	059365440	uc007ueg.2	D14Ertd668e	-	+0389	Mus musculus DNA segment, Chr 14, ERATO Doi 668, expressed (D14Ertd668e), mRNA.	NA	NA
Intron	chr14	059417842	059419059	uc011zmm.1	Setdb2	-	+22427	Mus musculus SET domain, bifurcated 2 (Setdb2), mRNA.	NA	NA
Intron	chr14	059421981	059424118	uc011zmm.1	Setdb2	-	+17828	Mus musculus SET domain, bifurcated 2 (Setdb2), mRNA.	NA	NA
5'UTR	chr14	059439471	059442115	uc011zmm.1	Setdb2	-	+0084	Mus musculus SET domain, bifurcated 2 (Setdb2), mRNA.	NA	NA
Intron	chr14	059442587	059443002	uc007uek.1	Cab39l	+	+1830	Mus musculus calcium binding protein 39-like (Cab39l), mRNA.	NA	NA
Intron	chr14	059443489	059445718	uc007uek.1	Cab39l	+	+3639	Mus musculus calcium binding protein 39-like (Cab39l), mRNA.	NA	NA
Intron	chr14	059443489	059445718	uc007uek.1	Cab39l	+	+3639	Mus musculus calcium binding protein 39-like (Cab39l), mRNA.	NA	NA
Intron	chr14	059531927	059534035	uc007uek.1	Cab39l	+	+92017	Mus musculus calcium binding protein 39-like (Cab39l), mRNA.	NA	NA
Exon/CD	chr14	059546722	059547590	uc007uek.1	Cab39l	+	+106192	Mus musculus calcium binding protein 39-like (Cab39l), mRNA.	NA	NA
Intron	chr14	059596967	059598501	uc011zmv.1	Cdadc1	-	+0225	Mus musculus cytidine and dCMP deaminase domain containing 1 (Cdadc1), transcript variant 1, mRNA.	NA	NA
Upstream	chr14	060250926	060252776	uc007uex.1	Nupl1	-	-0473	Mus musculus nucleoporin like 1 (Nupl1), mRNA.	NA	NA
Intron	chr14	060265238	060265771	uc007ufa.2	Mtmr6	+	+0300	Mus musculus myotubularin related protein 6 (Mtmr6), mRNA.	NA	NA
Exon/CD	chr14	060378340	060379609	uc007ufb.2	Fam123a	+	+0689	Mus musculus family with sequence similarity 123, member A (Fam123a), transcript variant 2, mRNA.	NA	NA
Intron	chr14	060634185	060638203	uc007ufc.2	Spata13	+	+1952	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060654170	060658284	uc007ufc.2	Spata13	+	+21985	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060663174	060664185	uc007ufc.2	Spata13	+	+29437	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060682286	060682931	uc007ufc.2	Spata13	+	+48366	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060736153	060737972	uc007ufc.2	Spata13	+	+102820	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060736153	060737972	uc007ufc.2	Spata13	+	+102820	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060738359	060739102	uc007ufc.2	Spata13	+	+104488	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060739656	060739985	uc007ufc.2	Spata13	+	+105578	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060740477	060742637	uc007ufc.2	Spata13	+	+107315	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Intron	chr14	060740477	060742637	uc007ufc.2	Spata13	+	+107315	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
Downstream	chr14	060764823	060765097	uc007ufc.2	Spata13	+	+130718	Mus musculus spermatogenesis associated 13 (Spata13), mRNA.	NA	NA
3'UTR	chr14	060784567	060785134	uc007ufh.3	Mipep	+	+0285	Mus musculus mitochondrial intermediate peptidase (Mipep), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr14	060797172	060797471	uc007ufh.3	Mipep	+	+12756	Mus musculus mitochondrial intermediate peptidase (Mipep), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr14	060846841	060849137	uc007ufh.3	Mipep	+	+63424	Mus musculus mitochondrial intermediate peptidase (Mipep), transcript variant 2, non-coding RNA.	NA	NA
Intron	chr14	061173023	061173534	uc007ufp.1	Sacs	+	+34822	Mus musculus sacsin (Sacs), mRNA.	NA	NA
Upstream	chr14	061357489	061363736	uc007ufv.2	Ebpl	-	-0167	Mus musculus emopamil binding protein-like (Ebpl), mRNA.	NA	NA
5'UTR	chr14	061439072	061440596	uc007ufw.2	Kpna3	-	+0113	Mus musculus karyopherin (importin) alpha 3 (Kpna3), mRNA.	NA	NA
Upstream	chr14	061442193	061442654	uc007ufw.2	Kpna3	-	-2476	Mus musculus karyopherin (importin) alpha 3 (Kpna3), mRNA.	NA	NA
Upstream	chr14	061556060	061557843	uc007ufx.1	6330409N04Rik	-	-0065	Mus musculus RIKEN cDNA 6330409N04 gene (6330409N04Rik), mRNA.	NA	NA
Upstream	chr14	061558804	061560889	uc007ufx.1	6330409N04Rik	-	-2960	Mus musculus RIKEN cDNA 6330409N04 gene (6330409N04Rik), mRNA.	NA	NA
Upstream	chr14	061558804	061560889	uc007ufx.1	6330409N04Rik	-	-2960	Mus musculus RIKEN cDNA 6330409N04 gene (6330409N04Rik), mRNA.	NA	NA
Intron	chr14	061599532	061599959	uc007ufy.2	Trim13	+	+1520	Mus musculus tripartite motif-containing 13 (Trim13), transcript variant 1, mRNA.	NA	NA
Intron	chr14	062332009	062332755	uc007ugl.1	Rnaseh2b	+	+0278	Mus musculus ribonuclease H2, subunit B (Rnaseh2b), mRNA.	NA	NA
Intron	chr14	062361294	062361651	uc007ugl.1	Rnaseh2b	+	+29368	Mus musculus ribonuclease H2, subunit B (Rnaseh2b), mRNA.	NA	NA
Intron	chr14	062370580	062371625	uc007ugl.1	Rnaseh2b	+	+38998	Mus musculus ribonuclease H2, subunit B (Rnaseh2b), mRNA.	NA	NA
Intron	chr14	062437537	062439309	uc011znh.2	Gucy1b2	-	+17866	Mus musculus guanylate cyclase 1, soluble, beta 2 (Gucy1b2), transcript variant 2, mRNA.	NA	NA
Intron	chr14	062555393	062556475	uc029skq.1	Fam124a	+	+0198	Mus musculus family with sequence similarity 124, member A (Fam124a), mRNA.	NA	NA
Intron	chr14	062556888	062557281	uc029skq.1	Fam124a	+	+1348	Mus musculus family with sequence similarity 124, member A (Fam124a), mRNA.	NA	NA
Intron	chr14	062759158	062761134	uc007ugp.2	Ints6	-	+0966	Mus musculus integrator complex subunit 6 (Ints6), mRNA.	NA	NA
Intron	chr14	062761449	062762779	uc007ugw.1	4931440J10Rik	+	+1614	Mus musculus RIKEN cDNA 4931440J10 gene (4931440J10Rik), non-coding RNA.	NA	NA
Upstream	chr14	062836931	062837183	uc007ugy.2	Wdfy2	+	-0632	Mus musculus WD repeat and FYVE domain containing 2 (Wdfy2), mRNA.	NA	NA
Intron	chr14	062837697	062838530	uc007ugy.2	Wdfy2	+	+0424	Mus musculus WD repeat and FYVE domain containing 2 (Wdfy2), mRNA.	NA	NA
Intron	chr14	062843778	062845531	uc007ugy.2	Wdfy2	+	+6965	Mus musculus WD repeat and FYVE domain containing 2 (Wdfy2), mRNA.	NA	NA
Intron	chr14	062879723	062880725	uc007ugy.2	Wdfy2	+	+42535	Mus musculus WD repeat and FYVE domain containing 2 (Wdfy2), mRNA.	NA	NA
Intron	chr14	062883638	062885374	uc007ugy.2	Wdfy2	+	+46817	Mus musculus WD repeat and FYVE domain containing 2 (Wdfy2), mRNA.	NA	NA
Intron	chr14	062921158	062921430	uc007ugy.2	Wdfy2	+	+83605	Mus musculus WD repeat and FYVE domain containing 2 (Wdfy2), mRNA.	NA	NA
Intron	chr14	063120892	063125325	uc007uhh.2	Ctsb	+	+0647	Mus musculus cathepsin B (Ctsb), mRNA.	NA	NA
Intron	chr14	063129332	063133542	uc007uhh.2	Ctsb	+	+8976	Mus musculus cathepsin B (Ctsb), mRNA.	NA	NA
Intron	chr14	063129332	063133542	uc007uhh.2	Ctsb	+	+8976	Mus musculus cathepsin B (Ctsb), mRNA.	NA	NA
Intron	chr14	063129332	063133542	uc007uhh.2	Ctsb	+	+8976	Mus musculus cathepsin B (Ctsb), mRNA.	NA	NA
Intron	chr14	063129332	063133542	uc007uhh.2	Ctsb	+	+8976	Mus musculus cathepsin B (Ctsb), mRNA.	NA	NA
Intron	chr14	063148769	063151347	uc007uhj.2	Fdft1	-	+29520	Mus musculus farnesyl diphosphate farnesyl transferase 1 (Fdft1), mRNA.	NA	NA
Intron	chr14	063159766	063161373	uc007uhj.2	Fdft1	-	+19009	Mus musculus farnesyl diphosphate farnesyl transferase 1 (Fdft1), mRNA.	NA	NA
Intron	chr14	063163508	063170154	uc007uhj.2	Fdft1	-	+12747	Mus musculus farnesyl diphosphate farnesyl transferase 1 (Fdft1), mRNA.	NA	NA
Intron	chr14	063170691	063170923	uc007uhj.2	Fdft1	-	+8771	Mus musculus farnesyl diphosphate farnesyl transferase 1 (Fdft1), mRNA.	NA	NA
Intron	chr14	063175701	063176182	uc007uhj.2	Fdft1	-	+3637	Mus musculus farnesyl diphosphate farnesyl transferase 1 (Fdft1), mRNA.	NA	NA
Exon/CD	chr14	063176817	063178725	uc007uhj.2	Fdft1	-	+1807	Mus musculus farnesyl diphosphate farnesyl transferase 1 (Fdft1), mRNA.	NA	NA
Upstream	chr14	063193120	063194145	uc007uhk.1	Neil2	-	-0107	Mus musculus nei like 2 (E. coli) (Neil2), mRNA.	NA	NA
Intron	chr14	063209451	063211495	uc007uhn.1	Gata4	-	+34787	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
Intron	chr14	063211819	063212289	uc007uhn.1	Gata4	-	+33206	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
Intron	chr14	063222553	063223010	uc007uhn.1	Gata4	-	+22479	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
Intron	chr14	063230363	063233145	uc007uhn.1	Gata4	-	+13506	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
Intron	chr14	063240092	063240911	uc007uhn.1	Gata4	-	+4759	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
Intron	chr14	063241347	063242412	uc007uhn.1	Gata4	-	+3381	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
Upstream	chr14	063244066	063248499	uc007uhn.1	Gata4	-	-1022	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
Upstream	chr14	063244066	063248499	uc007uhn.1	Gata4	-	-1022	Mus musculus GATA binding protein 4 (Gata4), mRNA.	NA	NA
5'UTR	chr14	063543280	063544505	uc007uht.1	Mtmr9	-	+0061	Mus musculus myotubularin related protein 9 (Mtmr9), mRNA.	NA	NA
Exon/CD	chr14	063606564	063606770	uc007uhu.2	Xkr6	+	+0138	Mus musculus X Kell blood group precursor related family member 6 homolog (Xkr6), mRNA.	NA	NA
Intron	chr14	063859812	063861131	uc007uhx.2	Pinx1	+	+0160	Mus musculus PIN2/TERF1 interacting, telomerase inhibitor 1 (Pinx1), mRNA.	NA	NA
Intron	chr14	063899233	063899565	uc007uhx.2	Pinx1	+	+39088	Mus musculus PIN2/TERF1 interacting, telomerase inhibitor 1 (Pinx1), mRNA.	NA	NA
Upstream	chr14	063942917	063943429	uc007uhy.1	Sox7	+	-0532	Mus musculus SRY-box containing gene 7 (Sox7), mRNA.	NA	NA
Intron	chr14	063943809	063944952	uc007uhy.1	Sox7	+	+0675	Mus musculus SRY-box containing gene 7 (Sox7), mRNA.	NA	NA
Exon/CD	chr14	064126222	064126422	uc007uif.1	AK020680	+	+10009	Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630015K15 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr14	064138871	064139294	uc007uij.2	Msra	-	+316821	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064144855	064147423	uc007uij.2	Msra	-	+309764	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064148177	064149763	uc007uij.2	Msra	-	+306933	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064152698	064159938	uc007uij.2	Msra	-	+299585	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064152698	064159938	uc007uij.2	Msra	-	+299585	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064192821	064195403	uc007uij.2	Msra	-	+261791	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064195800	064196294	uc007uij.2	Msra	-	+259856	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064198756	064200481	uc007uij.2	Msra	-	+256285	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064439320	064444926	uc007uij.2	Msra	-	+13780	Mus musculus methionine sulfoxide reductase A (Msra), transcript variant 1, mRNA.	NA	NA
Intron	chr14	064652448	064654593	uc007uim.1	Kif13b	+	+0990	Mus musculus kinesin family member 13B (Kif13b), mRNA.	NA	NA
Intron	chr14	064656824	064658815	uc007uim.1	Kif13b	+	+5289	Mus musculus kinesin family member 13B (Kif13b), mRNA.	NA	NA
Intron	chr14	064841381	064843104	uc007uiq.1	Hmbox1	-	+107605	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064841381	064843104	uc007uiq.1	Hmbox1	-	+107605	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064850628	064852435	uc007uiq.1	Hmbox1	-	+98316	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064852755	064853225	uc007uiq.1	Hmbox1	-	+96857	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064854563	064855401	uc007uiq.1	Hmbox1	-	+94865	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064855774	064855974	uc007uiq.1	Hmbox1	-	+93973	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064865273	064866211	uc007uiq.1	Hmbox1	-	+84105	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064866588	064867578	uc007uiq.1	Hmbox1	-	+82764	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064915315	064916689	uc007uiq.1	Hmbox1	-	+33845	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	064948498	064950587	uc007uiq.1	Hmbox1	-	+0305	Mus musculus homeobox containing 1 (Hmbox1), mRNA.	NA	NA
Intron	chr14	065094051	065094990	uc007uix.2	Extl3	-	+3586	Mus musculus exostoses (multiple)-like 3 (Extl3), mRNA.	NA	NA
Intron	chr14	065097260	065098476	uc007uix.2	Extl3	-	+0238	Mus musculus exostoses (multiple)-like 3 (Extl3), mRNA.	NA	NA
Intron	chr14	065331522	065332534	uc007ujf.1	AK028094	+	+5698	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700102D20 product:unclassifiable, full insert sequence.	NA	NA
Upstream	chr14	065357237	065359701	uc007ujg.2	Zfp395	+	-0206	Mus musculus zinc finger protein 395 (Zfp395), mRNA.	NA	NA
Intron	chr14	065370062	065371766	uc007ujg.2	Zfp395	+	+12239	Mus musculus zinc finger protein 395 (Zfp395), mRNA.	NA	NA
Intron	chr14	065370062	065371766	uc007ujg.2	Zfp395	+	+12239	Mus musculus zinc finger protein 395 (Zfp395), mRNA.	NA	NA
Intron	chr14	065373802	065381815	uc007ujg.2	Zfp395	+	+19133	Mus musculus zinc finger protein 395 (Zfp395), mRNA.	NA	NA
Exon/CD	chr14	065388433	065389362	uc007ujg.2	Zfp395	+	+30222	Mus musculus zinc finger protein 395 (Zfp395), mRNA.	NA	NA
5'UTR	chr14	065592643	065593493	uc007ujl.2	Elp3	-	+0044	Mus musculus elongator acetyltransferase complex subunit 3 (Elp3), transcript variant 1, mRNA.	NA	NA
Intron	chr14	065615101	065616502	uc011znp.1	Gm600	+	+10535	Mus musculus predicted gene 600 (Gm600), mRNA.	NA	NA
